,tempMean,psalMean,tempStd,psalStd,startDate,endDate,nProf
347,22.79036091,36.52615997,1.472412126,0.266544337,7/29/15,8/9/15,172
348,22.83811594,36.61788363,1.298376508,0.261352001,8/10/15,8/21/15,140
349,23.12953029,36.6089168,1.034861042,0.235876487,8/22/15,9/2/15,133
350,23.20875001,36.62515256,0.950848781,0.20360502,9/3/15,9/14/15,144
351,23.16190654,36.64016548,0.928807393,0.199725051,9/15/15,9/26/15,139
352,23.04113728,36.65004563,0.70162038,0.13516618,9/27/15,10/8/15,153
353,22.65153682,36.6617865,0.741982496,0.125394678,10/9/15,10/20/15,136
354,21.45531183,36.54141929,0.960603067,0.127729621,10/21/15,11/1/15,93
355,20.88551039,36.51471853,0.8100447,0.137750206,11/2/15,11/13/15,96
356,20.61148594,36.52081342,0.781083094,0.1280418,11/14/15,11/25/15,109
357,19.63170368,36.53537033,0.616316311,0.106989755,11/26/15,12/7/15,108
358,19.32675227,36.53350445,0.527242739,0.105725211,12/8/15,12/19/15,113
359,18.71979703,36.44149631,0.693293407,0.131411645,12/20/15,12/31/15,133
360,18.19302731,36.43852737,0.60028999,0.094153786,1/1/16,1/13/16,110
361,17.91799988,36.42905064,0.723972235,0.107173863,1/14/16,1/26/16,99
362,17.73759304,36.42152882,0.73233402,0.156693704,1/27/16,2/8/16,172
363,17.6693162,36.46752955,0.756486815,0.109709997,2/9/16,2/21/16,136
364,17.13417891,36.42308128,0.845555819,0.147362145,2/22/16,3/5/16,123
365,16.76075584,36.40359322,0.850134236,0.149190401,3/6/16,3/18/16,172
366,16.75988236,36.4020588,0.734285866,0.119142368,3/19/16,3/30/16,119
367,17.10226227,36.49073773,0.541171177,0.088773148,3/31/16,4/11/16,103
368,17.5980282,36.49133995,0.377169552,0.043452546,4/12/16,4/23/16,106
369,17.80045283,36.44884887,0.627121945,0.106314481,4/24/16,5/5/16,106
370,18.0447334,36.46864999,0.559688129,0.08296828,5/6/16,5/17/16,120
371,18.38241469,36.41259341,0.59872298,0.139375713,5/18/16,5/29/16,123
372,19.4961842,36.46650887,0.523101516,0.161258208,5/30/16,6/10/16,114
373,20.44325714,36.54654272,0.424869972,0.104919852,6/11/16,6/22/16,105
374,20.76699994,36.53553827,0.172101208,0.084582006,6/23/16,7/4/16,117
375,20.76937898,36.50427338,0.556464403,0.265435181,7/5/16,7/16/16,95
376,21.71630765,36.55741853,0.6324834,0.238338663,7/17/16,7/28/16,117
377,22.1105819,36.61495441,0.68503964,0.070665251,7/29/16,8/9/16,110
378,22.84637596,36.58834399,0.40918307,0.064131786,8/10/16,8/21/16,125
379,23.19907689,36.60713486,0.544820933,0.138721239,8/22/16,9/2/16,104
380,23.47187144,36.62312914,0.4875689,0.120845325,9/3/16,9/14/16,140
381,22.81320396,36.61906792,0.643399628,0.136391505,9/15/16,9/26/16,103
382,22.21824378,36.59052879,0.912789149,0.141998703,9/27/16,10/8/16,119
383,21.33378765,36.54495594,1.466385477,0.205789199,10/9/16,10/20/16,113
384,21.45252576,36.53446355,1.138090556,0.206749163,10/21/16,11/1/16,97
385,21.1458149,36.51509257,0.875676504,0.195588223,11/2/16,11/13/16,108
386,20.62970826,36.56977786,0.528243048,0.066930566,11/14/16,11/25/16,72
387,19.61388414,36.49420282,0.318156929,0.05671821,11/26/16,12/7/16,69
388,19.47862297,36.54855747,0.316773457,0.065893678,12/8/16,12/19/16,61
389,18.69686962,36.4954065,0.405092843,0.095373586,12/20/16,12/31/16,69
390,18.11060717,36.46541618,0.383599931,0.062922784,1/1/17,1/13/17,84
391,17.71352247,36.48438792,0.440943415,0.054088483,1/14/17,1/26/17,67
392,17.2347778,36.44079583,0.449676651,0.080976752,1/27/17,2/8/17,54
393,16.94034186,36.40797497,0.498984212,0.080213808,2/9/17,2/21/17,79
394,16.9147324,36.41814084,0.394903476,0.064814248,2/22/17,3/6/17,71
395,16.99609083,36.41740851,0.393120842,0.060731353,3/7/17,3/18/17,66
396,16.75415775,36.39719317,0.478207382,0.089730224,3/19/17,3/30/17,57
397,16.8232195,36.30357314,0.626703662,0.188699075,3/31/17,4/11/17,82
398,17.7994727,36.37960025,0.51391776,0.109376931,4/12/17,4/23/17,55
399,18.6550136,36.44598652,0.887924455,0.116237579,4/24/17,5/5/17,74
400,19.26655707,36.46338545,0.764809727,0.113008563,5/6/17,5/17/17,70
401,19.38839639,36.4666987,0.823883209,0.125731099,5/18/17,5/29/17,53
402,19.74040971,36.43990344,0.653519784,0.158721408,5/30/17,6/10/17,83
403,20.68484206,36.58794754,0.389878141,0.11526387,6/11/17,6/22/17,38
404,21.60131585,36.55198248,0.353398287,0.109828564,6/23/17,7/4/17,57
405,21.87222408,36.59999992,0.661799026,0.106265918,7/5/17,7/16/17,58
406,22.1904444,36.65697801,0.429049757,0.157879228,7/17/17,7/28/17,45
407,22.25883344,36.61060003,0.619235675,0.165430447,7/29/17,8/9/17,60
408,22.82476921,36.70333804,0.331495487,0.181930524,8/10/17,8/21/17,65
409,23.19524294,36.66420037,0.454400272,0.183559994,8/22/17,9/2/17,70
410,23.04602819,36.70990141,0.330542541,0.16843558,9/3/17,9/14/17,71
411,22.32977424,36.65461263,0.596338003,0.150507734,9/15/17,9/26/17,93
412,22.6538125,36.74168748,0.462885645,0.142212275,9/27/17,10/8/17,64
413,22.67248826,36.73383699,0.507236393,0.180749696,10/9/17,10/20/17,86
414,22.35287631,36.69848507,0.553379428,0.188790576,10/21/17,11/1/17,97
415,21.48974475,36.6815427,0.765830483,0.162139614,11/2/17,11/13/17,94
416,21.69099935,36.84766642,0.011357707,0.000577033,11/14/17,11/25/17,3
