timeIdx,0,startDate,10,20,30,40,50,60,70,80,90
31,20.601655236605943,2006-10-27,20.829541842142746,20.805555626198093,20.809583504994713,20.48547996520996,19.68955184673441,18.285166581471763,17.430628640311106,16.74961752050063,16.356857218061176
32,18.65867725495369,2006-11-29,18.923889089513708,18.943178585597447,18.886769368098328,18.997064528926725,18.844310365874197,18.610483969411547,18.266419502996627,17.841354800808816,17.104785885129655
33,17.570710533543636,2007-01-01,17.841900126139322,17.83939984639486,17.832866668701172,17.830633290608727,17.849483859154486,17.909656286239624,17.857062458992004,18.01505403260927,17.679724931716922
34,16.989600045340403,2007-02-04,17.260766792297364,17.217133522033688,17.179100163777672,17.189257867874634,17.117300033569336,17.085799821217858,17.061900011698402,17.01993335088094,16.963266849517822
35,16.645150065422055,2007-03-10,16.837148242526585,16.856107132775442,16.821464334215438,16.803321497780935,16.786928483418055,16.75225009237017,16.729678664888652,16.69364275251116,16.653642858777726
36,17.09045718056815,2007-04-12,17.262159996032715,17.21075984954834,17.12675994873047,17.01103988647461,16.921039924621578,16.781359939575196,16.668160018920894,16.530920143127442,16.424559898376465
37,18.473980473537072,2007-05-15,18.36187865517356,18.236454356800426,18.004242405746922,17.798030361984715,17.479242353728324,17.08775757298325,16.855484904664937,16.649062484502792,16.54690915888006
38,20.528471676808483,2007-06-17,20.42905709402902,20.24825706481933,19.848542840140208,19.23668567112514,18.594971466064454,18.19277125767299,17.85379409790039,17.516000002622604,17.388676362879135
39,21.86261525520911,2007-07-20,21.75299997890697,21.651031255722046,21.30174988508225,20.624312341213226,19.944468677043915,19.313531219959263,18.696781277656555,18.17953109741211,17.911117665907916
40,22.239808671017908,2007-08-22,22.15154850867487,21.977935360324,21.779838623539096,21.11640638113022,20.207218766212467,19.213874876499176,18.567968726158146,18.05496551250589,17.8109033953759
41,22.112963659113106,2007-09-24,22.108263266713998,22.04576321652061,21.7986579694246,21.408710529929714,20.66939469387657,19.639052692212555,18.772842106066253,18.075416670905216,17.736289425900107
42,20.804499956277706,2007-10-27,20.9810424967015,20.95322738994252,20.964127723206865,20.825250018726692,20.552604118982956,19.7611591165716,18.801361652130772,18.211465037146283,17.668638290242946
43,19.25043487548828,2007-11-29,19.300725173950195,19.269410157815003,19.279449939727787,19.239410449296997,19.22022490501404,19.00441032800919,18.71902503967285,18.10992110402961,17.698199844360353
44,18.28428304420327,2008-01-01,18.231413011965547,18.22297883541026,18.207630323327106,18.204850988185154,18.16947837497877,18.149404322847406,18.123239019642707,18.0378935387794,17.900276549319006
45,17.890836715698242,2008-02-04,17.88595120499774,17.869536562663754,17.859292704884602,17.83282921953899,17.808824968338012,17.767414604745262,17.720951126842962,17.669487697322193,17.573585370691813
46,17.60264852884653,2008-03-09,17.580225882991666,17.565484740517356,17.515870986446256,17.504281103610992,17.471781224012375,17.443999916315082,17.42481255531311,17.40659373998642,17.375031411647793
47,18.13537839941076,2008-04-12,18.091264836928424,18.025742830548968,17.89341163635254,17.758799852643694,17.625764510210818,17.567441070781033,17.511323311749628,17.44094113742604,17.3734285899571
48,19.666970589581663,2008-05-15,19.561181790900953,19.325382400961484,18.787151510065254,18.20041174047133,17.854969747138746,17.689558758455163,17.52809702965521,17.429437279701233,17.285612906179118
49,21.618678706032888,2008-06-17,21.4293103053652,21.09689633599643,20.327172378013877,19.242275698431605,18.403413772583008,18.004586252672922,17.76568958677095,17.562379343756312,17.36758616874958
50,22.850882305818445,2008-07-20,22.583500146865845,21.890031278133392,21.18624224807277,20.025818304582074,18.78739406123306,18.09533353285356,17.704999923706055,17.443969610965613,17.438290288371423
51,23.256000070010916,2008-08-22,23.120575991543856,22.842249989509586,22.447656214237213,21.616424271554656,20.630303064982094,19.43672723481149,18.56112104473692,18.072848464503434,17.717666510379676
52,22.45750009096586,2008-09-24,22.321227247064765,22.321727405894887,22.307954354719683,21.8272272456776,20.77672715620561,19.387318090959027,18.511818105524238,17.958272847262297,17.609090891751375
53,20.46295229593913,2008-10-27,20.35141159506405,20.3611177556655,20.36488241307876,20.36088225420784,20.27094100503361,19.886764862958128,19.25917636646944,18.70341155108284,18.102000180412738
54,18.319791714350387,2008-11-29,18.17133320702447,18.16749996609158,18.161555396185978,18.1559444003635,18.148944324917267,18.144110997517906,18.13533327314589,18.06764703638413,17.967389000786678
55,17.836468726396557,2009-01-01,17.66757686321552,17.658333354526093,17.663884676419773,17.649592540882253,17.65457688845121,17.639407334504305,17.63246158453134,17.411863673817027,17.580922933725216
56,16.920628629411972,2009-02-04,16.82056646347046,16.820433330535888,16.818000062306723,16.816299883524575,16.81419998804728,16.812400245666502,16.791333198547367,16.624759941101075,16.704500071207686
57,17.08030301874334,2009-03-10,16.974285738808767,16.90642867769514,16.826142821993148,16.761785677501134,16.703428472791398,16.644000053405758,16.575607095445907,16.464519996643062,16.472464357103622
58,17.779906272888184,2009-04-12,17.608083248138424,17.519791841506958,17.447499910990402,17.283291498819988,17.101791699727375,16.869125008583072,16.717124938964847,16.366473699870866,16.431833346684773
59,19.200482795978417,2009-05-15,18.94899998540464,18.62969556062118,18.322087080582328,17.950565172278363,17.562124967575073,17.216416557629902,16.924833337465927,16.609150075912474,16.618541677792866
60,21.88916683197021,2009-06-17,21.434083223342896,20.553749879201245,19.399624903996784,18.50137488047282,17.717166543006893,17.15250019232432,16.757791797320053,16.403636412187055,16.29325004418691
61,22.724000089308795,2009-07-20,22.532071454184397,21.748925950792103,20.490392957414898,19.03411095230668,17.798107147216797,16.977926007023562,16.420107228415354,16.139037202905723,15.886428560529435
62,22.904533322652178,2009-08-22,22.809692456172066,22.526399993896483,21.87149986853966,20.85264015197754,19.269192145420963,18.031479835510254,17.289846053490272,16.89411979675293,16.513192396897534
63,22.662461574261002,2009-09-24,22.480916817982987,22.440708239873253,22.286583344141647,21.424041668574016,19.991125106811523,18.390739357989766,17.497833132743835,16.9208748737971,16.509958545366928
64,21.477135013889622,2009-10-27,21.361964430127824,21.391999915794088,21.374333558259192,21.14448144700792,20.28118529143157,19.075999860410334,17.907714128494266,16.955964394978114,16.406535625457767
65,19.416558546178482,2009-11-29,19.309073978000214,19.309851964314774,19.309592564900715,19.30825911627875,19.24819227365347,19.157577074491066,18.690923030559837,17.676040153503422,16.760577018444355
66,17.9405833085378,2010-01-01,17.683000235721984,17.696142741612025,17.681345018847235,17.687607049942017,17.66655162285114,17.655214139393394,17.616758642525507,17.550074047512478,17.21117223542312
67,17.602379239838694,2010-02-04,17.254791776339214,17.234625140825912,17.21833336353302,17.208208441734314,17.189000209172562,17.17899998029073,17.164916793505352,17.1474582751592,17.117541829744976
68,17.053531259298325,2010-03-10,16.84654148419698,16.809874852498368,16.762833277384438,16.679166356722515,16.624874989191696,16.579625050226852,16.53420825799306,16.45081819187511,16.44724984963735
69,17.93524996439616,2010-04-12,17.726740695812087,17.546592677081073,17.324481434292267,17.14292589823405,16.994259516398113,16.880333370632595,16.750814897042734,16.573559989929198,16.485555472197355
70,19.138214292980376,2010-05-15,18.894866625467934,18.72770004272461,18.533499844868977,18.14043337504069,17.676533444722494,17.26541387623754,17.070899995168052,16.75174084416142,16.688800017038982
71,20.352374970912933,2010-06-17,20.123439865112303,19.909919967651366,19.537319869995123,18.85195999145508,18.092359924316405,17.559159927368164,17.12044006347656,16.746652229972508,16.500359954833986
72,21.491578955399362,2010-07-20,21.38000011444092,21.183400026957194,20.664866574605306,19.726133346557614,18.748366673787434,17.955899969736734,17.248700014750163,16.756643022809712,16.458833281199137
73,22.982696995590672,2010-08-22,22.768551727821087,22.261896593817347,21.532172499031855,20.52358627319336,19.313965501456426,18.10958599222117,17.318689609396046,16.727961393503048,16.296689691214727
74,22.213612894858084,2010-09-24,22.2489998626709,22.22143997192383,22.054440155029297,21.17379997253418,20.0760400390625,18.49463996887207,17.542399978637697,17.106523786272323,16.568239974975587
75,20.655222221657077,2010-10-27,20.840833346048992,20.824874877929688,20.823583443959556,20.79945842425029,20.45408344268799,19.584999879201245,18.455166538556412,17.50152628045333,16.89004158973694
76,18.769434555717137,2010-11-29,18.893749904632568,18.85499990554083,18.906631670500104,18.9176842538934,18.793349742889408,18.782777680291073,18.55242838178362,17.830266825358073,17.186857041858488
77,17.563260700391687,2011-01-01,17.555350065231323,17.54581815546209,17.537349891662597,17.564850091934204,17.53609072078358,17.50700001716614,17.47304748353504,17.331529392915613,16.99368177760731
78,16.79149983145974,2011-02-04,16.733583291371662,16.732999926028043,16.822368722212946,16.772999850186437,16.781400060653688,16.68904337675675,16.72233349936349,16.591499892148107,16.706618944803875
79,16.787956652433977,2011-03-10,16.846150159835815,16.770950078964233,16.609899950027465,16.51515007019043,16.433249950408936,16.39429988861084,16.400052622744912,16.264705770155963,16.269449949264526
80,17.55721042030736,2011-04-12,17.576562404632572,17.41053352355957,17.171374797821045,16.941312491893772,16.663750171661373,16.415562450885773,16.2789332707723,16.117636160417035,15.949352993684654
81,19.023500045140587,2011-05-15,18.909058739157285,18.678950119018555,18.347526349519427,17.808052665308907,17.269799995422364,16.845368485701712,16.49733320871989,16.120615372290978,16.146666572207494
82,20.475147079018985,2011-06-17,19.913304328918453,19.491550990513392,18.37865236531133,17.863882476208254,17.584130204242207,17.062538440410908,16.631759948730473,16.251649951934816,16.09054164091746
83,21.206344801804114,2011-07-20,21.243177710639106,21.23687240925241,20.923046688700836,20.10995559692383,18.774439926147465,17.84126091003418,17.29150000485507,16.919111092885338,16.478239974975587
84,22.66399999098344,2011-08-22,22.71368423261141,22.63687187586075,22.020050191879267,20.552846028254578,19.97733319600423,18.839352888219498,17.88643741607666,17.347133318583168,17.17038448040302
85,22.488356998988557,2011-09-24,22.52767451973849,22.432444381713868,22.283285822187146,21.14280850836571,20.357933553059894,19.029749989509586,18.12843751907349,17.527142797197616,17.007133165995278
86,20.32985185693812,2011-10-27,20.399236779463923,20.371166728791735,20.326692189925755,20.278270309035843,20.49189477217825,19.435874938964844,18.06073700754266,17.206764445585364,16.858388953738743
87,18.712103416179787,2011-11-29,18.365237035249407,18.450150060653687,18.42092333084498,18.422574853897096,19.05077775319417,19.03338898552789,18.88652936150046,18.302199808756512,17.769222365485295
88,17.544610871209038,2012-01-01,17.46265596151352,17.453241348266598,17.469448221140894,17.46274995803833,18.0491335550944,17.969666544596354,18.030154008131763,17.76808341344198,17.74926694234212
89,16.45640017191569,2012-02-04,16.695200220743814,16.67750017983573,16.620687365531918,16.71553875849797,16.670142582484655,16.634399922688804,16.549066670735677,16.764692306518555,16.60715359907884
90,16.878111203511555,2012-03-09,17.04383330874973,16.931999921798706,16.884349822998047,16.776333385043674,16.762833436330162,16.668941049014823,16.619863640178338,16.90418174050071,16.512736922816227
91,17.74569969177246,2012-04-12,17.723105079249333,17.580428668430873,17.409687399864193,17.204687476158142,17.088222344716392,16.88900000254313,16.649277793036568,16.667133394877116,16.492058810065775
92,19.040939331054688,2012-05-15,18.6928653717041,18.246666590372726,17.563555576183177,16.718269109725952,16.918344859419197,16.60811523290781,16.4722413030164,16.282593697309494,16.21409991582235
93,21.092064519082342,2012-06-17,20.924896437546305,19.783924498648013,18.772135621410307,17.71346161915706,17.537799998692105,16.947903110134988,16.567518375538015,16.364199956258133,16.193499939782278
94,22.30639025060142,2012-07-20,21.724950727869253,20.91481037797599,20.03993841317984,19.020656138658524,18.25213519946949,17.306031227111813,16.681545488762133,16.446058862349567,16.20556777232402
95,23.355974864959716,2012-08-22,23.062432417998448,22.207926819964158,20.941185973411386,19.566190492539178,19.0811952032694,17.788250121203337,17.40814277103969,16.86527497768402,16.624699974060054
96,22.622493273591342,2012-09-24,22.46092957510075,22.123224061110925,21.486718164363374,20.364491665949586,19.264569297203646,18.070887042630105,17.236131027096608,16.829968210250613,16.530615366422214
97,20.752953896155727,2012-10-27,20.84782347959631,20.77091811133213,20.782736794990406,20.281870903507357,19.531437337398533,18.356475361057967,17.534999990463255,17.039388903865106,16.667435584529752
98,18.16399989408605,2012-11-29,18.035558123921238,18.0353999376297,18.24386965710184,17.971844115814605,18.456111060248478,18.31222583401588,17.926538394047665,17.66954234495001,17.161921814084053
99,17.67278334299723,2013-01-01,17.457945209659947,17.564226633707687,17.560536500884265,17.487891841579128,17.725959116098828,17.672046483949174,17.811511103312174,17.373318195343018,17.480822075737848
100,16.591987888987468,2013-02-04,16.64455769612239,16.592441147448973,16.623792450383025,16.568634546720062,16.759489799032405,16.699583252271015,16.771019655115463,16.63319990370009,16.64641174615598
101,16.469688229746634,2013-03-10,16.2354675268198,16.139357103620256,16.225536625559734,16.075279319987573,16.371679126091724,16.308037703891973,16.263808615664214,16.16593185338107,16.161565924590487
102,17.459762337184188,2013-04-12,17.457630963552567,17.330311762822138,17.150615423153607,16.96965279844072,16.719137882364212,16.48415550655789,16.330055501725937,16.148083388805393,16.083282992524918
103,18.128845391814238,2013-05-15,18.151747210995183,17.96862030029297,17.950650686241058,17.814699935913087,17.48014033468146,17.163181673396718,16.85363259607432,16.509408094445053,16.48122629129662
104,19.74262628651629,2013-06-17,19.80674461608237,19.400034837944567,19.087145884831745,18.673769143911507,17.944411595662434,17.429333421919086,16.981104254722595,16.782200029161242,16.617536968655056
105,21.920446412903924,2013-07-20,21.754754907944626,21.300602184828893,20.530958414077762,19.788585155568224,18.64991238242701,17.87673073548537,17.416321311678207,16.986807731481694,16.72126003265381
106,22.244928593538248,2013-08-22,22.325764116251243,22.191127533608295,21.707980003356933,20.260231600309673,19.248500017019413,18.414560203552245,17.79836949058201,17.34841163485658,17.044265260501785
107,22.298175769847827,2013-09-24,22.327596095892094,22.215299016421604,21.924690074920655,20.996049484404008,19.763959183984877,18.621326923370358,17.890717402748443,17.279866663614907,17.009461366213287
108,20.824401821408948,2013-10-27,20.847346140788147,20.8138283045605,20.728544442960533,20.558785691553236,19.87977185165673,19.240867974623196,18.357553584235056,17.813611101221156,17.315300067265827
109,18.86745651908543,2013-11-29,18.89288424657396,18.8365047454834,18.882925863619203,18.840630557086016,18.95981261134148,18.951762002611922,18.86443328857422,18.46995153734761,18.097046881914142
110,17.764812462031838,2014-01-01,17.828409082239325,17.798740377792946,17.783279272887082,17.751084876510333,17.864868836324728,17.761629616772687,17.676580659804806,17.758188625551618,17.649016618728638
111,16.663297298792248,2014-02-04,16.434108765228938,16.425943910405874,16.424577241091384,16.398206358370572,16.277914237976074,16.280102982240564,16.325098695889324,16.25034336545574,16.294547890963617
112,16.892023918151857,2014-03-10,16.776607537571387,16.768232828950232,16.676025149188465,16.643150564742413,16.601058772965974,16.5727308346675,16.500076935841488,16.443936124761056,16.356730736218967
113,17.995940611097552,2014-04-12,17.85766242386459,17.74188164660805,17.47129481878036,17.07585516728853,16.812536981370712,16.650516732533774,16.501224221854375,16.421288134688034,16.288568891327955
114,18.980161004147288,2014-05-15,18.68794190606405,18.526573489694034,18.235037984727303,17.997583349545796,17.31564403792559,16.710833247502645,16.428344808775805,16.25818513940882,16.123616711298624
115,20.85347328477233,2014-06-17,20.754876511820246,20.505541206808648,19.871183899627336,19.072371992953986,17.951604621354925,17.229407416449654,16.775422202216255,16.38425994873047,16.209799995422358
116,22.521252932173482,2014-07-20,22.396778798736307,21.872690946405587,21.29665250293279,20.202972758900035,18.62813891304864,17.523344290061072,16.745088310802686,16.36107457573734,16.101761817932132
117,23.71579996410169,2014-08-22,23.581774204008042,23.392359205820032,22.1904476529076,20.96777892112732,19.11865853100288,17.7680499792099,16.853394658941973,16.244563398226887,15.979771039572109
118,22.87918839016974,2014-09-24,22.735345816462296,22.85042608509893,22.76765323454334,21.873122950069238,19.82743600698618,18.558699953556058,17.715453338623046,17.099141084230858,16.690225005149838
119,21.470847686535205,2014-10-27,21.308107074426147,21.342456697479008,21.30076595062905,21.196118182084685,20.28858426983437,19.177416756039573,17.89720994454843,17.108730284015785,16.687999955539045
120,18.354909073222768,2014-11-29,18.274756625690287,18.211405431902087,18.25569369792938,18.21909023655785,18.251679522319908,18.139060608064284,17.929400043487547,17.451531370480854,16.98214137915409
121,17.187354789241667,2015-01-01,17.137384240220232,17.015494545737464,17.071504987851537,17.0269899559021,16.955035839762008,16.880999929254706,16.846035053855495,16.870941180808867,16.824610176732982
122,16.154350745213495,2015-02-04,16.109658389358046,16.040964313915794,16.051899996670812,16.02757280523127,15.96503332455953,15.88569804857362,15.892796322151467,15.915769173548773,15.947945525429466
123,16.099338752179108,2015-03-10,16.235294166733233,16.078897378383537,16.077574653187018,15.987714211146034,16.125710612849186,15.826562643051147,15.83230296048251,15.773516070458195,15.782371548243933
124,17.824169601712907,2015-04-12,17.614734675608524,17.326235878333616,16.896035284154557,16.596670389175415,16.479272603988647,16.233789443969727,16.109052683177747,16.060846084203476,16.05360472479532
125,18.763749962761292,2015-05-15,18.46998262405395,18.53019112147642,18.189326037531316,17.572043859041653,16.996162614157033,16.255513526297907,15.971138848198786,15.792947442908034,15.858523686726887
126,21.0399159404719,2015-06-17,20.856243219461525,20.19783727512803,19.279602487403224,18.24607321111168,17.678617561564728,16.763866583506267,16.502178600856237,16.22575017809868,16.203999880197888
127,22.96885307685479,2015-07-20,22.98348078360925,22.184646540674674,21.03094068624205,19.785657693673894,18.67679760569618,17.823881613580802,17.25061836995577,16.939815772207158,16.718353643649962
128,23.21370866730457,2015-08-22,23.186695157027827,22.6902915901608,22.006910226283928,20.652191841439024,18.832666651407877,17.66146938168273,16.776730702473568,16.455255224349653,16.172660377790347
129,22.730000075171976,2015-09-24,22.806110393781605,22.803148163689514,22.538857119424,21.78499988409189,19.880203947728997,18.45485700879778,17.47452263398604,16.922199885050453,16.578528260285
130,20.643062029698093,2015-10-27,20.74978617311434,20.510066604614263,20.30480442876401,20.09656262397766,19.04703773642486,17.980133310953775,17.089488728841147,16.627760824949846,16.359999998560493
131,19.170991771477315,2015-11-29,19.132607410572195,18.76471163676335,18.8189454165372,18.686107090541295,18.728588104248047,18.39692674032072,17.621312479178115,16.862837037374803,16.338730738713192
132,17.999484062194824,2016-01-01,17.99905685486832,17.605372671987496,17.718339238848007,17.679019927978516,17.891062458356217,17.6466000450982,17.343881016685852,17.00675006346269,16.554914981760877
133,17.383604490934914,2016-02-04,17.58184574005452,16.87092163983513,17.06765952008836,16.994729022185012,16.959604144096375,16.98902177810669,16.930399831136068,16.821399974823,16.71394542347301
134,16.807318158583207,2016-03-09,17.00221825801965,16.606105252316123,16.571153811919384,16.46777786148919,16.47417396047841,16.44860623099587,16.33462859562465,16.381405263333708,16.305513562382878
135,17.748710240159078,2016-04-12,17.939716287561364,17.719099871317546,17.55350011937759,17.319678374699183,17.116676611058853,16.983692389268146,16.88869230563824,16.793607030596053,16.614393812237367
136,19.20940326875256,2016-05-15,19.063322881857555,18.772764766917508,18.41287108390562,18.12294289725168,17.642459508535023,17.230558731976682,17.011470345889823,16.793314388820104,16.70060000419617
137,20.81335575763996,2016-06-17,20.80622145633569,20.722392899649485,20.180833117167154,19.065482764408507,18.17023334503174,17.52196667989095,17.10951729478507,16.81346664428711,16.683129126025783
138,22.304622034388267,2016-07-20,22.33970184800048,21.96057781643338,20.782347844994586,19.411319999694825,18.19648984013772,17.438574324262902,16.928886326876555,16.625204027915487,16.339104155699413
139,23.347375059127806,2016-08-22,23.30028576045841,22.98698165199973,22.063018516257962,20.57140398025513,19.20582683269794,18.149900054931642,17.31319145446128,16.788326594294332,16.377574514835437
140,22.03418523293955,2016-09-24,21.934573683627814,20.56249180778128,19.742125004529953,19.017550086975103,18.064587244911802,17.33067213902708,16.671559446949068,16.313704975315787,16.073338945033186
141,21.081351057012032,2016-10-27,21.02462379531105,20.782161343482233,20.739894666169818,20.306419311031217,19.52972718441125,18.9279060959816,17.74685709817069,17.237451799454227,16.743171419416154
142,19.279921105033477,2016-11-29,19.22513419825856,19.2453530255486,19.187999963760376,19.262449932098388,19.14568419205515,19.061473645662005,18.49710504632247,17.707285835629413,16.901625076929733
143,17.760056401642274,2017-01-01,17.77542312328632,17.694944487677677,17.626263166728773,17.66600015428331,17.598190398443318,17.62066650390625,17.66131808541038,17.44842102653102,17.198391209477965
144,17.018653373718262,2017-02-04,17.001174593728685,16.933333502875435,16.89927774005466,16.845466804504394,16.91777263988148,16.823624849319458,16.854687392711643,16.890722115834553,16.764882368199967
145,16.902159805297853,2017-03-10,16.80493334452311,16.759200000762938,16.612315880624873,16.513125002384186,16.540420983967028,16.48105873781092,16.560850143432614,16.35766643948025,16.29905891418457
146,18.594122989361104,2017-04-12,18.272417922518148,18.031466801961265,17.676227352835916,17.01786683400472,16.70933331383599,16.686647134668686,16.51799988746643,16.410200055440267,16.322437345981598
147,19.932753352375773,2017-05-15,19.777926529155053,19.48306238651276,19.30634984970093,18.39733325110541,17.67172726717862,17.14705246373227,16.961888843112522,16.711555533938938,16.745434802511465
148,21.681896505684687,2017-06-17,21.66082926494319,21.193499973842076,20.93181252479553,20.017461483295147,18.971374988555905,18.09743738174439,17.602692383986255,17.263500213623047,17.114166577657066
149,22.434649976094565,2017-07-20,22.64684618436373,22.28237521648407,21.822933324178056,21.070764429428998,19.85131251811981,18.93237519264221,18.23047076954561,17.75347058913287,17.28731572000604
150,22.863467575667737,2017-08-22,22.925806890834465,22.37324234933564,22.234441252315744,21.760393778483078,20.940000013871625,19.054633331298827,17.94309084343188,17.26440638303757,16.826999932527542
151,22.502947230088086,2017-09-24,22.66075003147125,22.182705879211426,22.130882263183594,21.971838797292403,20.988394687050267,19.37515622377396,18.12858817156624,17.485514395577567,16.993128263033352
152,21.33670114100665,2017-10-27,21.515893692665916,20.842866812811963,20.830999983117934,20.75231829556552,20.708479324976608,19.90615543789334,19.130595714487928,17.943297873152062,17.157187322775528
153,19.684404691060386,2017-11-29,19.77898879581027,19.451523780822754,19.440472126007077,19.472651015880498,19.517349863052367,19.35909080505371,18.840365712235613,18.10284993648529,17.581511541854507
